policyholder_id,age,premium,frequency,annuity_payments
776,53,71707.43124514962,annual,90000
777,42,27233.9548384463,annual,90000
778,47,40287.23051242681,annual,90000
779,55,91005.81246955584,annual,90000
780,41,25334.5433005938,annual,90000
781,42,27233.9548384463,annual,90000
782,49,48008.99672468897,annual,90000
783,37,19250.636199062217,annual,90000
784,39,22025.409241364145,annual,90000
785,36,18028.394480813804,annual,90000
786,34,15859.680748177727,annual,90000
787,27,10382.300357586022,annual,90000
788,32,14001.425334833166,annual,90000
789,40,23605.002338179533,annual,90000
790,27,10382.300357586022,annual,90000
791,54,80452.67134089895,annual,90000
792,31,13171.057622254482,annual,90000
793,32,14001.425334833166,annual,90000
794,33,14895.499489914984,annual,90000
795,50,52694.21210742529,annual,90000
796,37,19250.636199062217,annual,90000
797,57,120255.18686989367,annual,90000
798,53,71707.43124514962,annual,90000
799,58,141282.68228562735,annual,90000
800,38,20578.799221523488,annual,90000
801,26,9796.903090396747,annual,90000
802,32,14001.425334833166,annual,90000
803,38,20578.799221523488,annual,90000
804,34,15859.680748177727,annual,90000
805,43,29326.793830249957,annual,90000
806,31,13171.057622254482,annual,90000
807,39,22025.409241364145,annual,90000
808,20,6982.407484340589,annual,90000
809,54,80452.67134089895,annual,90000
810,28,11008.601732360285,annual,90000
811,37,19250.636199062217,annual,90000
812,22,7804.128047730211,annual,90000
813,23,8255.301135070287,annual,90000
814,55,91005.81246955584,annual,90000
815,38,20578.799221523488,annual,90000
816,28,11008.601732360285,annual,90000
817,60,208966.81526766246,annual,90000
818,51,58087.075115219464,annual,90000
819,26,9796.903090396747,annual,90000
820,20,6982.407484340589,annual,90000
821,56,103971.13739792288,annual,90000
822,38,20578.799221523488,annual,90000
823,50,52694.21210742529,annual,90000
824,50,52694.21210742529,annual,90000
825,48,43905.878087580415,annual,90000
826,41,25334.5433005938,annual,90000
827,31,13171.057622254482,annual,90000
828,23,8255.301135070287,annual,90000
829,36,18028.394480813804,annual,90000
830,50,52694.21210742529,annual,90000
831,27,10382.300357586022,annual,90000
832,24,8736.184335389007,annual,90000
833,45,34210.588419718326,annual,90000
834,51,58087.075115219464,annual,90000
835,24,8736.184335389007,annual,90000
836,56,103971.13739792288,annual,90000
837,60,208966.81526766246,annual,90000
838,23,8255.301135070287,annual,90000
839,29,11679.40686123894,annual,90000
840,29,11679.40686123894,annual,90000
841,56,103971.13739792288,annual,90000
842,39,22025.409241364145,annual,90000
843,25,9249.17129119472,annual,90000
844,35,16901.224991259136,annual,90000
845,27,10382.300357586022,annual,90000
846,55,91005.81246955584,annual,90000
847,46,37076.00567602293,annual,90000
848,58,141282.68228562735,annual,90000
849,58,141282.68228562735,annual,90000
850,59,169428.32511477164,annual,90000
851,34,15859.680748177727,annual,90000
852,53,71707.43124514962,annual,90000
853,44,31641.11227989534,annual,90000
854,48,43905.878087580415,annual,90000
855,48,43905.878087580415,annual,90000
856,39,22025.409241364145,annual,90000
857,57,120255.18686989367,annual,90000
858,47,40287.23051242681,annual,90000
859,39,22025.409241364145,annual,90000
860,56,103971.13739792288,annual,90000
861,59,169428.32511477164,annual,90000
862,23,8255.301135070287,annual,90000
863,59,169428.32511477164,annual,90000
864,26,9796.903090396747,annual,90000
865,33,14895.499489914984,annual,90000
866,60,208966.81526766246,annual,90000
867,33,14895.499489914984,annual,90000
868,36,18028.394480813804,annual,90000
869,25,9249.17129119472,annual,90000
870,30,12398.729434295965,annual,90000
871,35,16901.224991259136,annual,90000
872,31,13171.057622254482,annual,90000
873,55,91005.81246955584,annual,90000
874,24,8736.184335389007,annual,90000
875,30,12398.729434295965,annual,90000
876,20,6982.407484340589,annual,90000
877,46,37076.00567602293,annual,90000
878,48,43905.878087580415,annual,90000
879,58,141282.68228562735,annual,90000
880,50,52694.21210742529,annual,90000
881,38,20578.799221523488,annual,90000
882,22,7804.128047730211,annual,90000
883,34,15859.680748177727,annual,90000
884,38,20578.799221523488,annual,90000
885,38,20578.799221523488,annual,90000
886,49,48008.99672468897,annual,90000
887,24,8736.184335389007,annual,90000
888,34,15859.680748177727,annual,90000
889,36,18028.394480813804,annual,90000
890,60,208966.81526766246,annual,90000
891,57,120255.18686989367,annual,90000
892,32,14001.425334833166,annual,90000
893,47,40287.23051242681,annual,90000
894,27,10382.300357586022,annual,90000
895,54,80452.67134089895,annual,90000
896,34,15859.680748177727,annual,90000
897,29,11679.40686123894,annual,90000
898,37,19250.636199062217,annual,90000
899,29,11679.40686123894,annual,90000
900,24,8736.184335389007,annual,90000
901,23,8255.301135070287,annual,90000
902,30,12398.729434295965,annual,90000
903,39,22025.409241364145,annual,90000
904,58,141282.68228562735,annual,90000
905,56,103971.13739792288,annual,90000
906,38,20578.799221523488,annual,90000
907,48,43905.878087580415,annual,90000
908,27,10382.300357586022,annual,90000
909,49,48008.99672468897,annual,90000
910,39,22025.409241364145,annual,90000
911,45,34210.588419718326,annual,90000
912,37,19250.636199062217,annual,90000
913,52,64351.806336214395,annual,90000
914,54,80452.67134089895,annual,90000
915,51,58087.075115219464,annual,90000
916,48,43905.878087580415,annual,90000
917,25,9249.17129119472,annual,90000
918,58,141282.68228562735,annual,90000
919,22,7804.128047730211,annual,90000
920,47,40287.23051242681,annual,90000
921,40,23605.002338179533,annual,90000
922,58,141282.68228562735,annual,90000
923,36,18028.394480813804,annual,90000
924,21,7380.490257362086,annual,90000
925,25,9249.17129119472,annual,90000
926,34,15859.680748177727,annual,90000
927,56,103971.13739792288,annual,90000
928,57,120255.18686989367,annual,90000
929,21,7380.490257362086,annual,90000
930,37,19250.636199062217,annual,90000
931,56,103971.13739792288,annual,90000
932,22,7804.128047730211,annual,90000
933,31,13171.057622254482,annual,90000
934,50,52694.21210742529,annual,90000
935,53,71707.43124514962,annual,90000
936,48,43905.878087580415,annual,90000
937,37,19250.636199062217,annual,90000
938,31,13171.057622254482,annual,90000
939,57,120255.18686989367,annual,90000
940,47,40287.23051242681,annual,90000
941,60,208966.81526766246,annual,90000
942,51,58087.075115219464,annual,90000
943,25,9249.17129119472,annual,90000
944,50,52694.21210742529,annual,90000
945,42,27233.9548384463,annual,90000
946,46,37076.00567602293,annual,90000
947,41,25334.5433005938,annual,90000
948,40,23605.002338179533,annual,90000
949,26,9796.903090396747,annual,90000
950,30,12398.729434295965,annual,90000
951,41,25334.5433005938,annual,90000
952,46,37076.00567602293,annual,90000
953,51,58087.075115219464,annual,90000
954,38,20578.799221523488,annual,90000
955,45,34210.588419718326,annual,90000
956,55,91005.81246955584,annual,90000
957,22,7804.128047730211,annual,90000
958,49,48008.99672468897,annual,90000
959,25,9249.17129119472,annual,90000
960,40,23605.002338179533,annual,90000
961,36,18028.394480813804,annual,90000
962,40,23605.002338179533,annual,90000
963,27,10382.300357586022,annual,90000
964,45,34210.588419718326,annual,90000
965,52,64351.806336214395,annual,90000
966,20,6982.407484340589,annual,90000
967,54,80452.67134089895,annual,90000
968,49,48008.99672468897,annual,90000
969,46,37076.00567602293,annual,90000
970,23,8255.301135070287,annual,90000
971,32,14001.425334833166,annual,90000
972,53,71707.43124514962,annual,90000
973,43,29326.793830249957,annual,90000
974,59,169428.32511477164,annual,90000
975,51,58087.075115219464,annual,90000
976,60,208966.81526766246,annual,90000
977,48,43905.878087580415,annual,90000
978,23,8255.301135070287,annual,90000
979,33,14895.499489914984,annual,90000
980,37,19250.636199062217,annual,90000
981,55,91005.81246955584,annual,90000
982,28,11008.601732360285,annual,90000
983,38,20578.799221523488,annual,90000
984,48,43905.878087580415,annual,90000
985,51,58087.075115219464,annual,90000
986,27,10382.300357586022,annual,90000
987,21,7380.490257362086,annual,90000
988,60,208966.81526766246,annual,90000
989,58,141282.68228562735,annual,90000
990,35,16901.224991259136,annual,90000
991,30,12398.729434295965,annual,90000
992,39,22025.409241364145,annual,90000
993,55,91005.81246955584,annual,90000
994,20,6982.407484340589,annual,90000
995,55,91005.81246955584,annual,90000
996,46,37076.00567602293,annual,90000
997,25,9249.17129119472,annual,90000
998,34,15859.680748177727,annual,90000
999,27,10382.300357586022,annual,90000
1000,49,48008.99672468897,annual,90000
